# Alexandria ID,Compound,Formula,Charge,Multiplicity,CAS no.,ChemSpider ID,PubChem ID,StdInChI,InChIkey,DeltaHExp.,DeltaHError,DeltaHRef,DeltaHG4,S0Exp,S0Error,S0Ref,S0G4,Rotatable Bonds,Filename
1406,"cyclohexa-1,3-diene",C6H8,0,1,592-57-4,11117,11605,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-4H,5-6H2",MGNZXYYWBUKAII-UHFFFAOYSA-N,106.2,0,22,108.18,303.4,0,22,302.99,0,cyclohexa-13-diene
1407,2-methylprop-1-en-1-one,C4H6O,0,1,598-26-5,120167,136395,InChI=1S/C4H6O/c1-4(2)3-5/h1-2H3,VDOKWPVSGXHSNP-UHFFFAOYSA-N,-124,0,38,-88.55,,,,317.15,0,2-methylprop-1-en-1-one
1408,methoxyethyne,C3H4O,0,1,6443-91-0,122358,138749,"InChI=1S/C3H4O/c1-3-4-2/h1H,2H3",QRNDDJXJUHBGSG-UHFFFAOYSA-N,,,,111.84,,,,287.34,1,methoxyethyne
1409,acetyl fluoride,C2H3FO,0,1,557-99-3,10731,11204,InChI=1S/C2H3FO/c1-2(3)4/h1H3,JUCMRTZQCZRJDC-UHFFFAOYSA-N,-442.25,3.35,24,-439.89,,,,281.85,0,acetyl-fluoride
1410,acetyl chloride,C2H3ClO,0,1,75-36-5,6127,6367,InChI=1S/C2H3ClO/c1-2(3)4/h1H3,WETWJCDKMRHUPV-UHFFFAOYSA-N,-243.51,0,22,-241,295,0,22,294.12,0,acetyl-chloride
1411,acetyl cyanide,C3H3NO,0,1,631-57-2,62638,69430,InChI=1S/C3H3NO/c1-3(5)2-4/h1H3,QLDHWVVRQCGZLE-UHFFFAOYSA-N,,,,-14.72,,,,305.66,0,acetyl-cyanide
1412,"furan-2,5-dione",C4H2O3,0,1,108-31-6,7635,7923,InChI=1S/C4H2O3/c5-3-1-2-4(6)7-3/h1-2H,FPYJFEHAWHCUMM-UHFFFAOYSA-N,-398.3,0,22,-402.9,317,0,22,309.46,0,furan-25-dione
1413,prop-1-yn-1-ol,C3H4O,0,1,6175-54-8,4937830,6432594,"InChI=1S/C3H4O/c1-2-3-4/h4H,1H3",FWLKYEAOOIPJRL-UHFFFAOYSA-N,,,,58.98,,,,307.8,0,prop-1-yn-1-ol
1414,2-hydroxyethyl(trimethyl)azanium,C5H14NO+,1,1,62-49-7,299,305,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",OEYIOHPDSNJKLS-UHFFFAOYSA-N,,,,364.14,,,,390.65,2,choline
1420,aluminium monofluoride,AlF,0,1,,4576555,,"InChI=1S/Al.FH/h;1H/q+1;/p-1",,-265.68,3.35,28,-275.18,,,,209.16,0,aluminium-monofluoride
1423,hypobromous acid,BrO,0,2,15656-19-6,4574122,,InChI=1S/BrO/c1-2,,107.65,0,38,132.87,233,0,19,226.52,0,bromine-monoxide
1424,bromous acid,BrO2,0,2,21255-83-4,4574124,,InChI=1S/BrO2/c2-1-3,,151.96,0,38,156.88,271.12,0,38,275.91,0,bromine-dioxide
1426,calcium monochloride,CaCl+,1,1,,,,"InChI=1S/Ca.ClH/h;1H/q+1;/p-1",,,,,470.45,,,,227.74,0,calcium-monochloride
1428,trifluoro-lambda-3-chlorane,ClF3,0,1,7790-91-2,23039,,InChI=1S/ClF3/c2-1(3)4,,-160,0,22,-161.7,281.51,0,22,279.7,0,chlorine-trifluoride
1437,fluorogallium,FGa,0,1,,4909102,6395321,"InChI=1S/FH.Ga/h1H;/q;+1/p-1",CXPXVVXGLWMDKK-UHFFFAOYSA-M,-251.9,0,19,-236.76,,,,221.62,0,fluorogallium
1444,lithium monoxide,LiO,0,2,12142-77-7,,,InChI=1S/Li.O,,,,,53.52,,,,199.65,0,lithium-monoxide
1447,difluorogermanium,F2Ge,0,1,13940-63-1,4885763,,InChI=1S/F2Ge/c1-3-2,,,,,-546.57,,,,270.89,0,difluorogermanium
1448,thionyl difluoride,F2OS,0,1,7783-42-8,22954,,InChI=1S/F2OS/c1-4(2)3,,-543.92,0,38,-586.72,279.13,0,38,280,0,thionyl-difluoride
1450,phosphorus monoxide,OP,0,2,14452-66-5,5256764,,InChI=1S/OP/c1-2,,-28.5,0,19,-40.71,222.8,0,19,217.97,0,phosphorus-monoxide
1452,sulfur monoxide,OS,0,3,13827-32-2,102805,114845,InChI=1S/OS/c1-2,XTQHKBHJIVJGKJ-UHFFFAOYSA-N,5.02,1.26,24,5.86,222,0,19,221.93,0,sulfur-monoxide
1453,disulfur monoxide,OS2,0,1,20901-21-7,124163,,InChI=1S/OS2/c1-3-2,,-56.48,0,38,-49.07,267.02,0,38,267.15,0,disulfur-monoxide
1464,lambda-1-sulfane,HS,0,2,13940-21-1,4574111,,InChI=1S/HS/h1H,,142.7,0,19,142.56,195.7,0,19,192.09,0,mercapto
1466,trichloro(methyl)silane,CH3Cl3Si,0,1,75-79-6,6159,6399,"InChI=1S/CH3Cl3Si/c1-5(2,3)4/h1H3",JLUFWMXJHAVVNN-UHFFFAOYSA-N,-571.8,0,22,-571.77,351.15,0,22,350.49,0,trichloromethylsilane
1468,methyldiborane,CH8B2,0,1,23777-55-1,,,"InChI=1S/CH4B.BH4/c1-2;/h2H,1H3;1H4",,,,,-37.42,,,,279.72,0,methyldiborane
1469,but-3-en-2-ol,C4H8O,0,1,598-32-3,11224,11716,"InChI=1S/C4H8O/c1-3-4(2)5/h3-5H,1H2,2H3",MKUWVMRNQOOSAT-UHFFFAOYSA-N,,,,-161.08,,,,321.73,1,but-3-en-2-ol
1470,ethyl 2-cyanoacetate,C5H7NO2,0,1,105-56-6,13856579,7764,"InChI=1S/C5H7NO2/c1-2-8-5(7)3-4-6/h2-3H2,1H3",ZIUSEGSNTOUIPT-UHFFFAOYSA-N,-316.14,0,38,-285.62,413.5,0,38,397.28,3,ethyl-2-cyanoacetate
1471,2-methoxyethyl acetate,C5H10O3,0,1,110-49-6,13864773,8054,"InChI=1S/C5H10O3/c1-5(6)8-4-3-7-2/h3-4H2,1-2H3",XLLIQLLCWZCATF-UHFFFAOYSA-N,,,,-543.58,,,,410.1,4,2-methoxyethyl-acetate
1472,2-acetyloxyethyl acetate,C6H10O4,0,1,111-55-7,21106536,8121,"InChI=1S/C6H10O4/c1-5(7)9-3-4-10-6(2)8/h3-4H2,1-2H3",JTXMVXSTHSMVQF-UHFFFAOYSA-N,-807,0,22,-801.88,507,0,22,442.64,5,2-acetyloxyethyl-acetate
1473,2-ethoxyethyl acetate,C6H12O3,0,1,111-15-9,13839109,8095,"InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3",SVONRAPFKPVNKG-UHFFFAOYSA-N,-611,0,22,-578.46,493,0,22,445.14,5,2-ethoxyethyl-acetate
1474,2-methylpropyl 2-methylpropanoate,C8H16O2,0,1,97-85-8,7073,7351,"InChI=1S/C8H16O2/c1-6(2)5-10-8(9)7(3)4/h6-7H,5H2,1-4H3",RXGUIWHIADMCFC-UHFFFAOYSA-N,-538.5,0,22,-512,510,0,22,464.06,4,2-methylpropyl-2-methylpropanoate
1475,2-(2-ethoxyethoxy)ethyl acetate,C8H16O4,0,1,112-15-2,13839516,8165,"InChI=1S/C8H16O4/c1-3-10-4-5-11-6-7-12-8(2)9/h3-7H2,1-2H3",FPZWZCWUIYYYBU-UHFFFAOYSA-N,-776,0,22,-740.26,611,0,22,539.78,8,2-2-ethoxyethoxyethyl-acetate
1481,cyclopent-3-en-1-one,C5H6O,0,1,14320-37-7,76093,84351,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-2H,3-4H2",KQAVUGAZLAPNJY-UHFFFAOYSA-N,,,,-91.79,,,,306.55,0,3-cyclopenten-1-one
1482,cyclopent-2-en-1-one,C5H6O,0,1,930-30-3,12999,13588,"InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1,3H,2,4H2",BZKFMUIJRXWWQK-UHFFFAOYSA-N,,,,-91.79,,,,306.55,0,cyclopent-2-en-1-one
1483,"cyclopent-4-ene-1,3-dione",C5H4O2,0,1,930-60-9,63443,70258,"InChI=1S/C5H4O2/c6-4-1-2-5(7)3-4/h1-2H,3H2",MCFZBCCYOPSZLG-UHFFFAOYSA-N,,,,-194.6,,,,320.6,0,cyclopent-4-ene-13-dione
1484,2-fluoro-2-methylpropane,C4H9F,0,1,353-61-7,9249,9626,"InChI=1S/C4H9F/c1-4(2,3)5/h1-3H3",GSMZLBOYBDRGBN-UHFFFAOYSA-N,-330.75,0,38,-356.07,304.63,0,38,320.33,0,2-fluoro-2-methylpropane
1486,2-isocyano-2-methylpropane,C5H9N,0,1,7188-38-7,22045,23577,"InChI=1S/C5H9N/c1-5(2,3)6-4/h1-3H3",FAGLEPBREOXSAC-UHFFFAOYSA-N,40,0,38,72.77,,,,341.11,0,2-isocyano-2-methylpropane
1488,cyclopropanecarbonitrile,C4H5N,0,1,5500-21-0,71940,79637,"InChI=1S/C4H5N/c5-3-4-1-2-4/h4H,1-2H2",AUQDITHEDVOTCU-UHFFFAOYSA-N,182.8,0,19,184.77,,,,292.22,0,cyclopropanecarbonitrile
1489,azanylidyne(trifluoro)-lambda-6-sulfane,F3NS,0,1,15930-75-3,123471,,"InChI=1S/F3NS/c1-5(2,3)4",,,,,-349.72,,,,287.51,0,thiazyl-trifluoride
1490,isocyanomethane,C2H3N,0,1,593-75-9,11156,11646,InChI=1S/C2H3N/c1-3-2/h1H3,ZRKSVHFXTRFQFL-UHFFFAOYSA-N,150.21,0,38,173.07,246.9,0,19,245.78,0,isocyanomethane
1491,ethynylsilane,C2H4Si,0,1,1066-27-9,120573,136821,"InChI=1S/C2H4Si/c1-2-3/h1H,3H3",SRNLFSKWPCUYHC-UHFFFAOYSA-N,,,,231.11,269.4,0,19,276.62,0,ethynylsilane
1492,trimethylsilane,C3H10Si,0,1,993-07-7,63614,,"InChI=1S/C3H10Si/c1-4(2)3/h4H,1-3H3",,-163.4,0,22,-153.52,330.91,0,22,340.86,0,trimethylsilane
1493,fluoro(silyl)silane,FH5Si2,0,1,14537-73-6,10412144,,"InChI=1S/FH5Si2/c1-3-2/h3H2,2H3",,,,,-308.25,,,,311.12,0,fluorodisilane
1494,methylgermane,CH6Ge,0,1,1449-65-6,120726,,InChI=1S/CH6Ge/c1-2/h1-2H3,,,,,24.08,,,,269.92,0,methylgermane
1496,trifluoro(sulfanylidene)-lambda-5-phosphane,PSF3,0,1,2404-52-6,121246,,"InChI=1S/F3PS/c1-4(2,3)5",,-1009.07,0,38,-994.85,298.15,0,38,299.49,0,phosphorus-V-sulfide-trifluoride
1497,nitramide,H2N2O2,0,1,7782-94-7,22941,24534,InChI=1S/H2N2O2/c1-2(3)4/h1H2,SFDJOSRHYKHMOK-UHFFFAOYSA-N,,,,2.36,,,,268.14,0,nitramide
1498,isothiocyanic acid,CHNS,0,1,3129-90-6,56261,62481,InChI=1S/CHNS/c2-1-3/h2H,GRHBQAYDJPGGLF-UHFFFAOYSA-N,127.6,0,19,125.37,247.8,0,19,250.02,0,isothiocyanic-acid
1499,thionylimide,HNOS,0,1,13817-04-4,123125,,InChI=1S/HNOS/c1-3-2/h1H,,,,,-30.71,,,,256.83,0,thionylimide
1500,cyano thiocyanate,C2N2S,0,1,627-52-1,120218,136447,InChI=1S/C2N2S/c3-1-5-2-4,RFMQOHXWHFHOJF-UHFFFAOYSA-N,,,,354.54,,,,298.22,0,cyano-thiocyanate
1501,difluoro(sulfanylidene)-lambda-4-sulfane,F2S2,0,1,101947-30-2,128238,,InChI=1S/F2S2/c1-4(2)3,,-401.41,0,38,-323.62,292.83,0,38,293.75,0,thiothionyl-fluoride
1502,methyl thiocyanate,C2H3NS,0,1,556-64-9,10695,11168,InChI=1S/C2H3NS/c1-4-2-3/h1H3,VYHVQEYOFIYNJP-UHFFFAOYSA-N,,,,132.91,,,,297.61,0,methyl-thiocyanate
1503,trifluoro(nitro)methane,CF3NO2,0,1,335-02-4,9177,9551,"InChI=1S/CF3NO2/c2-1(3,4)5(6)7",GEGIENATMYITAP-UHFFFAOYSA-N,,,,-671.23,,,,335.75,0,trifluoronitromethane
1504,methyl nitrite,CH3NO2,0,1,624-91-9,11730,12231,InChI=1S/CH3NO2/c1-4-2-3/h1H3,BLLFVUPNHCTMSV-UHFFFAOYSA-N,-66.53,0.84,24,-65.72,285.04,0,38,285.66,0,methyl-nitrite
1505,methyl nitrate,CH3NO3,0,1,598-58-3,11231,11724,InChI=1S/CH3NO3/c1-5-2(3)4/h1H3,LRMHVVPPGGOAJQ-UHFFFAOYSA-N,-120.4,0,38,-126.98,302.42,0,38,298.48,0,methyl-nitrate
1506,N-methylidenehydroxylamine,CH3NO,0,1,75-17-2,6110,6350,"InChI=1S/CH3NO/c1-2-3/h3H,1H2",SQDFHQJTAWCFIB-UHFFFAOYSA-N,,,,18.47,,,,252.88,0,N-methylidenehydroxylamine
1507,N-methylhydroxylamine,CH5NO,0,1,593-77-1,11157,11647,"InChI=1S/CH5NO/c1-2-3/h2-3H,1H3",CPQCSJYYDADLCZ-UHFFFAOYSA-N,,,,-34.83,,,,264.5,0,N-methylhydroxylamine
1508,"1,1,2-trifluoroethane",C2H3F3,0,1,430-66-0,9506,9890,"InChI=1S/C2H3F3/c3-1-2(4)5/h2H,1H2",WGZYQOSEVSXDNI-UHFFFAOYSA-N,-669.4,0,38,-662.54,311.1,0,22,302.51,1,112-trifluoroethane
1509,silylphosphane,H5PSi,0,1,14616-47-8,123283,139791,"InChI=1S/H5PSi/c1-2/h1H2,2H3",SMOJNZMNQIIIPK-UHFFFAOYSA-N,,,,35.76,,,,279.9,0,silylphosphane
1511,"N,N-difluoromethanamine",CH3F2N,0,1,753-58-2,464748,533410,InChI=1S/CH3F2N/c1-4(2)3/h1H3,KTNJOGGUCNTDHY-UHFFFAOYSA-N,,,,-96.97,,,,279.34,0,NN-difluoromethanamine
1512,difluorophosphineborane,BF2H4P,0,1,16089-15-9,,,"InChI=1S/BF2H5P/c1-4(2)3/h4H2,1H3",,,,,-609.94,,,,308.98,0,difluorophosphineborane
1513,oxophosphane,HOP,0,1,13817-06-6,146060,166931,InChI=1S/HOP/c1-2/h2H,AUONHKJOIZSQGR-UHFFFAOYSA-N,,,,-88.97,,,,235.58,0,oxophosphane
1514,carbamic acid,CH3NO2,0,1,463-77-4,271,277,"InChI=1S/CH3NO2/c2-1(3)4/h2H2,(H,3,4)",KXDHJXZQYSOELW-UHFFFAOYSA-N,,,,-432.88,,,,276.96,0,carbamic-acid
1515,carbonochloridic acid,CHClO2,0,1,463-73-0,144299,164602,"InChI=1S/CHClO2/c2-1(3)4/h(H,3,4)",AOGYCOYQMAVAFD-UHFFFAOYSA-N,,,,-415.7,,,,278.98,0,carbonochloridic-acid
1516,carbonobromidic acid,CHO2Br,0,1,59139-97-8,11379626,,"InChI=1S/CHBrO2/c2-1(3)4/h(H,3,4)",,,,,-361.73,,,,291.17,0,carbonobromidic-acid
1517,carbonofluoridic acid,CHFO2,0,1,35576-88-6,10662175,17936736,"InChI=1S/CHFO2/c2-1(3)4/h(H,3,4)",ABDBNWQRPYOPDF-UHFFFAOYSA-N,,,,-613.51,,,,266.51,0,carbonofluoridic-acid
1668,cyclobutadiene,C4H4,0,1,1120-53-2,120626,136879,InChI=1S/C4H4/c1-2-4-3-1/h1-4H,HWEQKSVYKBUIIK-UHFFFAOYSA-N,,,,428.93,,,,264.43,0,cyclobutadiene
1669,4-methylthiadiazole,C3H4N2S,0,1,18212-62-9,315879,355841,"InChI=1S/C3H4N2S/c1-3-2-6-5-4-3/h2H,1H3",OFFFOVCCGHKJES-UHFFFAOYSA-N,,,,221.2,,,,319.05,0,4-methylthiadiazole
1670,"1,3,4-thiadiazole",C2H2N2S,0,1,289-06-5,106636,119391,InChI=1S/C2H2N2S/c1-3-4-2-5-1/h1-2H,MBIZXFATKUQOOA-UHFFFAOYSA-N,,,,245.93,,,,279.93,0,134-thiadiazole
1671,"(3E)-hexa-1,3,5-triene",C6H8,0,1,821-07-8,4518927,5367417,"InChI=1S/C6H8/c1-3-5-6-4-2/h3-6H,1-2H2/b6-5+",AFVDZBIIBXWASR-AATRIKPKSA-N,172,0,38,165.9,,,,332.39,2,3E-hexa-135-triene
1672,4-oxidopyrazin-1-ium 1-oxide,C4H4N2O2,0,1,2423-84-9,453668,520103,InChI=1S/C4H4N2O2/c7-5-1-2-6(8)4-3-5/h1-4H,SXTKIFFXFIDYJF-UHFFFAOYSA-N,,,,182.77,,,,311.12,0,14-dioxidopyrazine
1673,oxido-oxo-ammonium,HNO2,0,1,,10466140,,InChI=1S/HNO2/c2-1-3/h1H,,,,,-46.61,,,,243.84,0,oxido-oxo-ammonium
1674,tetramethylsilane,C4H12Si,0,1,75-76-3,6156,6396,"InChI=1S/C4H12Si/c1-5(2,3)4/h1-4H3",CZDYPVPMEAXLPK-UHFFFAOYSA-N,-239.11,0,22,-219.26,358.9,0,22,377.97,0,tetramethylsilane
1675,2-phenylethanol,C8H10O,0,1,60-12-8,5830,6054,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",WRMNZCZEMHIOCP-UHFFFAOYSA-N,-121,0,22,-123.77,405,0,22,383.83,2,2-phenylethanol
1676,4-methyloxetan-2-one,C4H6O2,0,1,3068-88-0,17288,18303,"InChI=1S/C4H6O2/c1-3-2-4(5)6-3/h3H,2H2,1H3",GSCLMSFRWBPUSK-UHFFFAOYSA-N,,,,-327.86,,,,314.35,0,4-methyloxetan-2-one
1677,3-methylbutyl acetate,C7H14O2,0,1,123-92-2,29016,31276,"InChI=1S/C7H14O2/c1-6(2)4-5-7(3,8)9/h6H,4-5H2,1-3H3/q-1",MLFHJEHSLIIPHL-UHFFFAOYSA-N,-511.9,0,22,-512.75,476.3,0,22,451.07,4,3-methyl-1-butyl-acetate
1678,"1,3-benzothiazole",C7H5NS,0,1,95-16-9,6952,7222,InChI=1S/C7H5NS/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,IOJUPLGTWVMSFF-UHFFFAOYSA-N,,,,191.52,,,,335.85,0,13-benzothiazole
1679,1-methylpyrrolidine-2-thione,C5H9NS,0,1,10441-57-3,500313,575447,"InChI=1S/C5H9NS/c1-6-4-2-3-5(6)7/h2-4H2,1H3",OQILOJRSIWGQSM-UHFFFAOYSA-N,,,,20.3,347.5,0,22,354.4,0,1-methyl-2-pyrrolidinethione
1680,1-butylsulfinylbutane,C8H18OS,0,1,2168-93-6,15708,16568,"InChI=1S/C8H18OS/c1-3-5-7-10(9)8-6-4-2/h3-8H2,1-2H3",LOWMYOWHQMKBTM-UHFFFAOYSA-N,,,,-284.6,,,,498.74,6,1--butylsulfinyl-butane
1681,but-2-yne,C4H6,0,1,503-17-3,9990,10419,InChI=1S/C4H6/c1-3-4-2/h1-2H3,XNMQEEKYCVKGBD-UHFFFAOYSA-N,145.6,1.26,24,147.75,283.19,0,38,304.01,0,2-butyne
1682,"4,5-dihydro-1H-pyrazole",C3H6N2,0,1,109-98-8,60321,66962,"InChI=1S/C3H6N2/c1-2-4-5-3-1/h2,5H,1,3H2",MCGBIXXDQFWVDW-UHFFFAOYSA-N,,,,175.71,,,,283.58,0,45-dihydro-1H-pyrazole
1683,1-pyridin-3-ylethanone,C7H7NO,0,1,350-03-8,13856009,9589,"InChI=1S/C7H7NO/c1-6(9)7-3-2-4-8-5-7/h2-5H,1H3",WEGYGNROSJDEIW-UHFFFAOYSA-N,,,,-27.84,,,,363.85,1,1--3-pyridinyl-ethanone
1684,3-butylpyridine,C9H13N,0,1,539-32-2,10414,10874,"InChI=1S/C9H13N/c1-2-3-5-9-6-4-7-10-8-9/h4,6-8H,2-3,5H2,1H3",QSNMFWFDOFQASV-UHFFFAOYSA-N,,,,38.6,,,,417.89,3,3-butylpyridine
1685,pyridin-3-ylmethanol,C6H7NO,0,1,100-55-0,7229,7510,"InChI=1S/C6H7NO/c8-5-6-2-1-3-7-4-6/h1-4,8H,5H2",MVQVNTPHUGQQHK-UHFFFAOYSA-N,,,,-38.38,,,,351.52,1,3--hydroxymethyl-pyridine
1686,3-ethylpyridine,C7H9N,0,1,536-78-7,21105905,10823,"InChI=1S/C7H9N/c1-2-7-4-3-5-8-6-7/h3-6H,2H2,1H3",MFEIKQPHQINPRI-UHFFFAOYSA-N,85.7,0,38,82.69,364.49,0,38,354.91,1,3-ethylpyridine
1687,"2,5-dihydro-1H-pyrrole",C4H7N,0,1,109-96-6,13870958,66059,"InChI=1S/C4H7N/c1-2-4-5-3-1/h1-2,5H,3-4H2",JVQIKJMSUIMUDI-UHFFFAOYSA-N,,,,115.8,,,,291.48,0,25-dihydro-1H-pyrrole
1688,butylbenzene,C10H14,0,1,104-51-8,7419,7705,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",OCKPCBLVNKHBMX-UHFFFAOYSA-N,-13.14,0,22,-16.23,439.49,0,22,419.39,3,butylbenzene
1689,"1,1'-biphenyl",C12H10,0,1,92-52-4,6828,7095,InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,178.49,0,22,174.16,393.67,0,22,385.12,1,11-biphenyl
1690,2-chloroacetaldehyde,C2H3ClO,0,1,107-20-0,21106502,33,"InChI=1S/C2H3ClO/c3-1-2-4/h2H,1H2",QSKPIOLLBIHNAC-UHFFFAOYSA-N,-195,0,22,-176.3,304,0,22,298.19,1,2-chloroacetaldehyde
1691,"1,1-dibromoethane",C2H4Br2,0,1,557-91-5,10728,11201,"InChI=1S/C2H4Br2/c1-2(3)4/h2H,1H3",APQIUTYORBAGEZ-UHFFFAOYSA-N,-40.8,0,22,-34.89,327.6,0,22,327.32,0,11-dibromoethane
1692,"2,4-difluoro-1-methylbenzene",C7H6F2,0,1,452-76-6,61298,67983,"InChI=1S/C7H6F2/c1-5-2-3-6(8)4-7(5)9/h2-4H,1H3",MPXDAIBTYWGBSL-UHFFFAOYSA-N,,,,-340.93,,,,361.52,0,24-difluoro-1-methylbenzene
1693,"4-methylpenta-1,3-diene",C6H10,0,1,926-56-7,12967,13555,"InChI=1S/C6H10/c1-4-5-6(2)3/h4-5H,1H2,2-3H3",CJSBUWDGPXGFGA-UHFFFAOYSA-N,65.69,0,38,46.33,374.37,8,38,347.55,1,4-methylpenta-13-diene
1694,"(3E)-2-methylpenta-1,3-diene",C6H10,0,1,926-54-5,553633,638070,"InChI=1S/C6H10/c1-4-5-6(2)3/h4-5H,2H2,1,3H3/b5-4+",RCJMVGJKROQDCB-SNAWJCMRSA-N,43.18,0,22,43.58,351.4,0,22,343.56,1,3E-2-methylpenta-13-diene
1695,"hexa-1,3,5-triene",C6H8,0,1,2235:12:4,15830,16695,"InChI=1S/C6H8/c1-3-5-6-4-2/h3-6H,1-2H2",AFVDZBIIBXWASR-UHFFFAOYSA-N,173,0,38,165.9,,,,332.38,2,hexa-135-triene
1696,(E)-hex-2-ene,C6H12,0,1,4050-45-7,555073,639661,"InChI=1S/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3/b5-3+",RYPKRALMXUUNKS-HWKANZROSA-N,-53.81,0,22,-52.31,380.6,0,22,361.8,2,E-hex-2-ene
1697,1H-indene,C9H8,0,1,95-13-6,6949,7219,"InChI=1S/C9H8/c1-2-5-9-7-3-6-8(9)4-1/h1-6H,7H2",YBYIRNPNPLQARY-UHFFFAOYSA-N,163.28,0,22,158.25,336.87,0,22,332.88,0,1H-indene
1698,"2,3-dihydro-1H-indole",C8H9N,0,1,496-15-1,9905,10328,"InChI=1S/C8H9N/c1-2-4-8-7(3-1)5-6-9-8/h1-4,9H,5-6H2",LPAGFVYQRIESJQ-UHFFFAOYSA-N,,,,117.01,,,,339.96,0,23-dihydro-1H-indole
1699,methylcyclopentane,C6H12,0,1,96-37-7,7024,7296,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3",GDOPTJXRTPNYNR-UHFFFAOYSA-N,-106.2,0,22,-104.3,339.9,0,22,340.55,0,methylcyclopentane
1700,5-methyl-1H-imidazole,C4H6N2,0,1,822-36-6,12640,13195,"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)",XLSZMDLNRCVEIJ-UHFFFAOYSA-N,,,,93.9,,,,307.8,0,5-methyl-1H-imidazole
1702,"1,2,4-trimethylbenzene",C9H12,0,1,95-63-6,6977,7247,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",GWHJZXXIDMPWGX-UHFFFAOYSA-N,-13.8,0,22,-16.99,396.1,0,22,400.84,0,124-trimethylbenzene
1703,pyrazine,C4H4N2,0,1,290-37-9,8904,9261,InChI=1S/C4H4N2/c1-2-6-4-3-5-1/h1-4H,KYQCOXFCLRTKLS-UHFFFAOYSA-N,196.1,0,22,203.73,,,,285.77,0,pyrazine
1704,"1,3-thiazole",C3H3NS,0,1,288-47-1,8899,9256,InChI=1S/C3H3NS/c1-2-5-3-4-1/h1-3H,FZWLAAWBMGSTSO-UHFFFAOYSA-N,,,,145.85,,,,281.54,0,13-thiazole
1705,2H-triazole,C2H3N3,0,1,288-36-8,60839,67516,"InChI=1S/C2H3N3/c1-2-4-5-3-1/h1-2H,(H,3,4,5)",QWENRTYMTSOGBR-UHFFFAOYSA-N,,,,245.88,,,,269.88,0,2H-123-triazole
1708,3-methylhexane,C7H16,0,1,589-34-4,11023,11507,"InChI=1S/C7H16/c1-4-6-7(3)5-2/h7H,4-6H2,1-3H3",VLJXXKKOSFGPHI-UHFFFAOYSA-N,-191.3,0,22,-192.42,425.93,0,22,398.65,3,3-methylhexane
1709,3-methylpentane,C6H14,0,1,96-14-0,7010,7282,"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3",PFEOZHBOMNWTJB-UHFFFAOYSA-N,-172,0,22,-163.18,383,0,22,363.04,2,3-methylpentane
1710,"3,3-dimethylpentane",C7H16,0,1,562-49-2,10755,11229," InChI=1S/C7H16/c1-5-7(3,4)6-2/h5-6H2,1-4H3",AEXMKKGTQYQZCS-UHFFFAOYSA-N,-199.79,0,22,-200.51,398.15,0,22,388.52,2,33-dimethylpentane
1711,2-methyldecane,C11H24,0,1,6975-98-0,21896,23415,"InChI=1S/C11H24/c1-4-5-6-7-8-9-10-11(2)3/h11H,4-10H2,1-3H3",CNPVJWYWYZMPDS-UHFFFAOYSA-N,-275.65,0,38,-280.93,582.43,0,38,525.31,7,2-methyldecane
1712,2-methylheptane,C8H18,0,1,592-27-8,11106,11594,"InChI=1S/C8H18/c1-4-5-6-7-8(2)3/h8H,4-7H2,1-3H3",JVSWJIKNEAIKJW-UHFFFAOYSA-N,-215.35,0,22,-216.72,459.57,0,22,429.84,4,2-methylheptane
1713,2-methylhexane,C7H16,0,1,591-76-4,11094,11582,"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3",GXDHCNNESPLIKD-UHFFFAOYSA-N,-194.6,0,22,-195.32,420.41,0,22,397.89,3,2-methylhexane
1714,2-methylnonane,C10H22,0,1,871-83-0,12807,13379,"InChI=1S/C10H22/c1-4-5-6-7-8-9-10(2)3/h10H,4-9H2,1-3H3",SGVYKUFIHHTIFL-UHFFFAOYSA-N,-256.52,0,22,-259.49,538.02,0,22,493.08,6,2-methylnonane
