Receptor,PathFeatures
0.0,"['866444012011', '666444122111', '666444222112', '666443223121', '668433230210']"
3.0,"['766334001001', '668344010010', '688444100100']"
6.0,"['766444001001', '667443011011', '6716434110110', '7168343100100']"
1.0,"['866334000000', '666343000000', '668433000000']"
5.0,"['767333000000', '676333001001', '766333011011', '6616334110110', '61616344100100', '16166443002001', '1666433022011', '667333220110']"
3.0,"['766444001001', '666444011011', '668444111111']"
4.0,"['866333011011', '666334110110', '667343102101']"
2.0,"['776333000000', '766334000000', '668344000000']"
2.0,"['866444012011', '666444122111', '666444223111', '668444230110']"
5.0,"['767333011012', '676333112121', '767333120210']"
3.0,"['866444011011', '668444110110', '686444100100', '868444000000']"
5.0,"['866333011011', '666333110110', '667333100100', '677333000000', '776333000000', '767333000000', '677333000000']"
4.0,"['8616444000000', '6166444000000', '1666444000000', '667444001001']"
1.0,"['767333000000', '676333001001', '766333011011', '666333110110', '668333100100']"
1.0,"['766334001001', '667344011011', '677443110110', '776433100100', '768333000000']"
0.0,"['766334111111', '667343111111', '676433111111', '766334111111', '667343111111', '676433111111', '768333110110']"
0.0,"['766344111112', '668444111122', '686444111222', '866444111221', '666443111211', '668433110110']"
1.0,"['766334000000', '666344000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000']"
1.0,"['766334000000', '666344000000', '666444000000', '666443000000', '668433000000']"
3.0,"['866333011022', '6616334111221', '6166343111212', '1666433111122', '668333110220']"
3.0,"['866444011012', '668444112121']"
5.0,"['767333000000', '676333000000', '767333000000']"
1.0,"['866334001002', '666344011023', '667443110230', '676433100300', '768333000000']"
2.0,"['8615445000000', '6156454000000', '1568544000000']"
3.0,"['766344001001', '666444011011', '666443110110', '668433100100']"
1.0,"['766334001001', '667343011011', '676433110110', '766334100100', '666344000000', '666443000000', '668433000000']"
1.0,"['766334000000', '667343000000', '676433000000', '766334001001', '667343011011', '676433110110', '768333100100']"
1.0,"['766343000000', '667433000000', '676334000000', '766343000000', '667433001001', '676334011011', '766343110110', '667433100100', '676334000000', '766343000000', '667433000000', '676334000000', '766343000000', '668433000000']"
1.0,"['766334000000', '666344000000', '666443000000', '667433001001', '676334011011', '766343110110', '667433100100', '676334000000', '766344000000', '666443000000', '668433000000']"
2.0,"['866444011023', '666444111233', '668444110330']"
6.0,"['866444000000', '6616444000000', '6168443000000']"
3.0,"['866444000000', '666444000000', '668443000000']"
1.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444102101', '866444022012', '666443223121', '666434230210', '668343300100', '686433000000', '868333000000']"
3.0,"['766334110110', '666343102101', '666433022011', '668333220110']"
3.0,"['866443011022', '666433112221', '668333120210']"
3.0,"['866333011011', '666333110110', '667333100100', '677333000000', '776333000000', '768333000000']"
5.0,"['866334000000', '666344000000', '666444000000', '666443000000', '666433000000', '666333001001', '666333011011', '666333111111', '667333110110', '676333100100', '767333000000', '676332000000', '767322000000']"
1.0,"['766333011011', '666333111111', '666333110110', '666333100100', '666334000000', '666344000000', '666444000000', '666443000000', '668433000000']"
5.0,"['766333011011', '667333110110', '677333100100']"
1.0,"['766334001001', '666344011011', '666444111111', '666443110110', '668433100100']"
4.0,"['766334000000', '6616344000000', '6166443001001', '1667433011011']"
4.0,"['767333000000', '677333001001', '777333011011']"
1.0,"['767333000000', '677333000000', '776333000000', '768333000000']"
1.0,"['866444000000', '666444000000', '666443000000', '666434000000', '667344000000', '676444000000', '766443000000', '668433000000']"
1.0,"['866333001001', '666333011011', '666333111111', '666333111111', '666333110110', '666333100100', '666333000000', '666333000000', '666333002001', '666333022011', '666333222111', '666333222111', '666333220110', '668333200100']"
1.0,"['866333001001', '666333011012', '667333112121', '676333122211', '766333223111', '668333233111', '686333333112', '866333334123', '666334344233', '666343444333', '666433445332', '668333455321', '686333555211', '866333556111', '667333566111', '676333666112', '766333667121', '666333670210', '668333700100']"
6.0,"['766343001001', '667433011011', '6716334110110', '7168343100100']"
3.0,"['767333000000', '676333001001', '766333011011', '666333111112', '668333112121', '686334122211', '866344222111', '668444222111', '686444222111', '866444222111', '668444222111']"
1.0,"['776333011011', '766333110110', '668333100100']"
4.0,"['766333110110', '666333102101', '667333022011']"
3.0,"['766344112111', '666444122112', '668444223121']"
4.0,"['767333011011', '676333111111', '766333112111', '667333122111', '676334220110', '766343200100', '667433000000', '676333003001', '767333033011']"
4.0,"['766334000000', '667343001001', '676433011011', '766333112111', '667333122111']"
1.0,"['768333000000', '686334000000', '866344000000', '668444000000', '686444000000', '866444000000', '668443000000', '686433000000', '868333000000']"
2.0,"['866444001001', '666444011011', '666444111111', '666444110110', '668444100100']"
6.0,"['7167444000000', '16716444000000', '7168443000000']"
1.0,"['766334011012', '667344112121', '676444120210', '766443200100', '668433000000']"
4.0,"['866334000000', '666344000000', '666443000000', '667433000000', '677333000000', '776333000000', '766333001001', '666333011011', '666333111111', '667333111111']"
6.0,"['866444001001', '667444011011', '6716444110110', '7168443100100']"
4.0,"['866444011012', '667444112121']"
5.0,"['866444000000', '667443000000', '677433000000']"
1.0,"['866334000000', '666344001001', '667443011011', '676433110110', '768333100100']"
6.0,"['866444011011', '667444110110', '6716444100100', '7168443000000']"
1.0,"['866444000000', '666444000000', '666444001001', '667443011011', '676433110110', '768333100100']"
4.0,"['866443001001', '666434011011', '666344111111', '666443112111', '667433122111']"
2.0,"['856433001001', '566333011011', '666333111111', '666334110110', '667343102101', '676433022011', '766333222111', '666333222111', '666333223111', '666333233111', '666333333111', '667333333111', '676334330110', '766343304101', '666433044011', '666333444111', '665333440110', '658334400100']"
3.0,"['866442000000', '666422000000', '666224000000', '666244001001', '666444011011', '666444110110', '668444100100']"
1.0,"['866334000000', '668343000000', '686433001001', '867333011011', '676333111111', '766333110110', '667333100100', '676333002001', '766333022011', '668333220110', '686334200100', '866343000000', '668433000000']"
1.0,"['866334000000', '668343000000', '686433001001', '867333011011', '676333111111', '766333110110', '668333100100']"
1.0,"['866444010010', '666443100100', '668433000000']"
2.0,"['866444000000', '667443000000', '676434000000', '766344000000', '668444000000']"
0.0,"['866333011011', '666334112111', '666343122111', '668433220110']"
2.0,"['866444011011', '666444111112', '668444110120']"
4.0,"['766333011012', '667333112121', '676333122211', '766334220110', '666344200100', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666443003001', '667433033011']"
3.0,"['866444011033', '666444111332', '668444112321']"
2.0,"['866333011011', '666334110110', '666344100100', '6616444000000', '61616444000000', '16166444000000', '1666444000000', '666443002001', '666433022011', '668333220110']"
2.0,"['766443001001', '666433011011', '668333110110']"
3.0,"['866444011011', '666444110110', '666444102102', '668444022021']"
5.0,"['856433001001', '566333011011', '666334110110', '667344100100']"
1.0,"['767443011011', '676433111111', '767333111111', '676334110110', '766344100100', '666443000000', '667433000000', '676334000000', '766343000000', '668433000000']"
3.0,"['866444011011', '666444111112', '668443112121']"
2.0,"['866333000000', '666334000000', '668344000000']"
0.0,"['866444011011', '666444111111', '667443112111', '676433122111', '768333220110']"
4.0,"['866334000000', '666344000000', '666443001001', '667433011011']"
1.0,"['866444011011', '666444111111', '667443110110', '676433100100', '768333000000']"
5.0,"['866334000000', '666344000000', '666444000000', '667443000000', '676433000000', '766334000000', '666344000000', '666444000000', '667444000000']"
3.0,"['766343001001', '666433011011', '666334110110', '668344100100']"
1.0,"['866334000000', '666344000000', '668444000000', '686444000000', '866444000000', '666444000000', '668444000000', '686444000000', '866444000000', '666443000000', '668433000000']"
1.0,"['866333001001', '666333011011', '666333111111', '666333111111', '666334110110', '667344100100', '676444000000', '766444000000', '667444000000', '676444000000', '766443002001', '666433022011', '666333222111', '666333222111', '666333220110', '668333200100']"
0.0,"['866333011011', '667333110110', '676333102101', '766333022011', '666334223111', '666343233111', '668433330110']"
6.0,"['766333011011', '666332110110', '666322100100', '666223002001', '666233022011', '6616334220110', '6168343200100']"
3.0,"['856433001001', '566333011011', '668333110110']"
3.0,"['866444011022', '666444111221', '668444110210']"
3.0,"['866444011012', '666444111123', '666444111231', '668443110310']"
5.0,"['866444011011', '667444110110', '676444100100', '766444000000', '667444000000']"
2.0,"['866444011011', '667444110110', '676444100100', '766444000000', '667444000000', '676444002001', '766444022011', '668444220110']"
1.0,"['766334000000', '666344000000', '666444000000', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000']"
1.0,"['866444011032', '666443110320', '668433100200']"
2.0,"['866444001001', '668444011011', '686444111112', '868444110120']"
1.0,"['766344000000', '666444000000', '666444000000', '666444000000', '666444000000', '667443000000', '676433000000', '768333000000']"
5.0,"['776333000000', '766333000000', '667333000000']"
0.0,"['766334111112', '666344112121', '666444122211', '666443220110', '668433200100', '686333003001', '866333033011', '666333333111', '666334334111', '666344344112', '667443445121', '676433455211', '768333550110']"
0.0,"['766344112121', '666443123211', '666433233111', '666333333111', '668333330110', '686333300100', '866334004001', '666344044011', '666444444112', '666443445121', '668433450210']"
1.0,"['866334001001', '666344011011', '666443110110', '668433100100']"
2.0,"['767333011011', '676333111112', '767333112121', '676334123211', '768344233111', '686444333111', '866444330110', '668444300100']"
6.0,"['866444001001', '666444011011', '667444110110', '6716444100100', '7168443000000']"
1.0,"['766334000000', '667344000000', '677443000000', '776433000000', '768333000000']"
1.0,"['866334000000', '667343000000', '676433000000', '766334000000', '666344000000', '666443000000', '667433000000', '676334000000', '766343000000', '668433000000']"
2.0,"['866444000000', '667444000000', '676444000000', '766443001001', '667433011011', '676333111111', '766334110110', '667344100100', '676444000000', '766444000000', '668444000000']"
4.0,"['866444000000', '667444000000', '676444000000', '766443001001', '667433011011']"
2.0,"['866443001001', '666433011011', '666333111111', '666333111111', '668333110110', '686334100100', '866343002001', '666433022011', '666333222111', '666334220110', '668343200100', '686433003001', '866333033011', '666333333111', '666333333111', '666334330110', '668344300100']"
6.0,"['766334000000', '667343001001', '6716434011011', '7168343110110']"
1.0,"['866444001001', '666443010010', '668433100100']"
1.0,"['866444011011', '666444111111', '666444111112', '666444112122', '668444122221', '686444222211', '866444220110', '666444200100', '668443000000', '686433000000', '868333000000']"
5.0,"['866444000000', '666444000000', '666444000000', '667444000000']"
1.0,"['766334000000', '666344000000', '666443000000', '668433000000']"
4.0,"['776333011011', '766333112111', '667333122111']"
3.0,"['766334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666344000000', '668444000000']"
