FunctionalGroup,PathFeature
5,"['668333100100', '686333002001', '866333022011', '666334220110', '667344200100', '677444000000', '776444000000', '766443003001']"
4,"['666333102101', '666333022011', '667333220110', '676333200100', '766333003001', '667333033011', '676333333112']"
4,"['676333111211', '766333110110', '666333102101', '666333022011', '667333220110', '676333200100', '766333003001', '667333033011', '676333333112']"
6,"['6816335100100', '8166354000000', '1666543002001']"
7,"['667333111211', '676334110110', '766344100100', '666444000000', '6614444000000', '6146443002001']"
9,"['676333100100', '766333002001', '667333022011', '676333222111', '766334220110', '666343203101']"
7,"['667333111211', '676334110110', '766344100100', '666443002001']"
4,"['666334100100', '6616344000000', '6166443002001']"
5,"['668333100100', '686334000000', '866344002001', '666444022011', '666444220110', '666444200100', '668443000000', '686433000000', '866333003001']"
6,"['6168353100100', '1686533002001', '866333022011', '666333220110', '667333200100', '677333000000', '776333000000', '766333003001']"
7,"['666344112211', '666443122111', '667433222111', '676334220110', '766343203101']"
6,"['668343100100', '687433000000', '876333000000', '766334000000', '667343002001', '676433022012']"
4,"['666333111212', '666334112122', '666344122221', '667444222211', '6716444220110', '7166443203101']"
6,"['686334100100', '866344000000', '666444000000', '666443002001']"
6,"['6815335102101', '8157354022011', '15715545222111', '7158453220110', '1586533203101']"
9,"['667333100100', '676334000000', '766344002001', '666444022011', '667444222111', '676444222111', '766443223111']"
6,"['6158344100100', '1586444000000', '866444000000', '667443002001']"
4,"['666334100100', '666344002001', '666444022011', '666443223111']"
6,"['668344100100', '686444000000', '866444000000', '666443000000', '666433000000', '666333002001']"
6,"['666333111211', '666334110110', '668344100100', '686444000000', '866444000000', '666443000000', '666433000000', '666333002001']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766343000000', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766343002001']"
6,"['668344100100', '686444002001', '866444022011', '666444223111', '667443234111']"
4,"['666334102101', '668344022011', '686444222111', '866444220110', '668443200100', '686433003001']"
6,"['668333110210', '6816335100100', '8166353002001']"
6,"['6168354100100', '1686544002001', '866444022011', '667443223111']"
6,"['6168354100100', '1686544002001', '866444022011', '667443223111', '676433233112']"
5,"['668333100100', '686334002001', '866344022011', '667443220110', '676433203101']"
5,"['666343100100', '668433000000', '686334000000', '866343002001']"
5,"['668343100100', '686433000000', '866334000000', '666343002001', '666433022011', '666333222112']"
6,"['6168354100100', '16814544000000', '8146443002001']"
4,"['666333102101', '666334022012', '666343223122']"
5,"['666343100100', '668433000000', '687333000000', '876333000000', '766333002001']"
9,"['667333100100', '676334000000', '766344002001', '666444022011', '666444220110', '667443200100', '676433000000', '766333003001']"
4,"['666334102101', '666344022011', '667443222111', '676433223111']"
4,"['666334100100', '666344002001', '6616444022011', '6166443222112']"
6,"['686334100100', '866344000000', '666444000000', '666444000000', '666444000000', '668443000000', '686433002001']"
6,"['668344122111', '686444222111', '866444220110', '666444200100', '666443003001']"
4,"['666333100100', '666333000000', '666334000000', '666344000000', '666443000000', '668433000000', '686334000000', '866343002001']"
4,"['666334100100', '666343002001', '666433022011', '668333222111', '686334222111', '866343223111']"
4,"['666333102101', '666333022011', '6616334220110', '6166343203101']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344002001', '666444022011', '666443220110', '667433200100', '676334000000', '766344000000', '666443003001']"
4,"['666333100100', '666334000000', '666344002001', '667443022011', '676433223111']"
6,"['686334100100', '866344000000', '667444000000', '6716444000000', '7166443002001']"
6,"['667333100100', '676333002001', '766333022011', '668333220110', '686334200100', '866344000000', '666444000000', '667443003001', '676433033011', '766333334111']"
6,"['686334100100', '866344000000', '666444000000', '667443002001', '676433022012']"
4,"['666333100100', '6616334000000', '6166343002001', '16616433022011', '6166333222112']"
5,"['668333100100', '686334000000', '866344000000', '667443002001', '676433022012']"
8,"['676333110210', '766333102101', '667333022011', '676333223111']"
9,"['667333100100', '676334000000', '766343002001']"
9,"['677333100100', '776333002001', '766333022011', '666333222111', '666333222111', '667333220110', '676333200100', '766333003001', '666333033011', '666333333111', '666333330110', '667333300100', '676333004001', '766333044011', '666333444111', '666333444111', '667333440110', '677333400100', '776333005001']"
5,"['668343100100', '686433000000', '866334002001', '666344022012', '667443223121', '676433234211']"
7,"['667333111211', '676334110110', '766344100100', '666444000000', '667443002001', '676433022012']"
8,"['766334102101', '666344022011', '666443223111']"
9,"['667343100100', '676433000000', '766333002001', '666333022011', '666333222111', '666333220110', '667333200100', '676334000000', '766343003001']"
5,"['668343100100', '686433000000', '866333000000', '666334000000', '666344002002', '667443022021', '676433223211']"
8,"['666343100100', '667433002001', '676334022011', '766343220110', '667433200100', '677333000000', '776333000000', '767333000000', '676334000000', '766343003001']"
8,"['666343100100', '667433002001', '676334022011', '766343220110', '667433200100', '677333000000', '776333000000', '767333000000', '676334000000', '766343003001', '666433033012']"
8,"['666343100100', '667433002001', '676334022011', '766343220110', '667433200100', '677333000000', '776333000000', '767333000000', '676334000000', '766343003001', '666433033012', '666333333123']"
9,"['666333100100', '667333000000', '6716334000000', '7166343002001']"
5,"['668343100100', '686433000000', '866333002001', '667333022011', '676333222111', '766333220110', '667333200100', '676334000000', '766343003001', '666433033011', '666333333112']"
4,"['666333100100', '666333000000', '666333002001', '666333022011', '668333220110', '686334200100', '866343003001']"
5,"['668333100100', '686334002001', '866344022012', '666444223121', '668443230210', '686433300100', '866333000000', '666333000000', '666333004001']"
9,"['667333100100', '676334000000', '766344000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001']"
6,"['667333122111', '676333222112', '766333223121', '668333230210', '686334300100', '866343000000', '667433000000', '676334000000', '766344000000', '667443004001', '676434044012', '766343445122']"
6,"['686334100100', '866344000000', '668444000000', '686444000000', '866444000000', '668444000000', '686444000000', '866444000000', '668444000000', '686444000000', '866444000000', '668443000000', '686433002001', '866333022012']"
6,"['668333110210', '686334100100', '866344000000', '668444000000', '686444000000', '866444000000', '668444000000', '686444000000', '866444000000', '668444000000', '686444000000', '866444000000', '668443000000', '686433002001', '866333022012']"
4,"['666333102101', '666333022011', '666333220110', '666333200100', '666333003001']"
6,"['667333100100', '678333000000', '786334000000', '866344000000', '668443000000', '687433000000', '876333000000', '766333002001']"
6,"['666343111212', '666433111122', '668333110220', '686334100200', '866343000000', '667433000000', '676334000000', '766343002001']"
9,"['666333110210', '667333100100', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666444000000', '667443000000', '676433000000', '766333002001', '666333022012']"
9,"['667333100100', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666444000000', '667443000000', '676433000000', '766333002001', '666333022012']"
9,"['667333100100', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666444000000', '667443000000', '676433000000', '766333002001']"
7,"['667333111211', '676334110110', '766344100100', '666444002001', '666443022011', '666433223111']"
7,"['667333111211', '676334110110', '766344100100', '666444002001', '666443022011', '666433223111', '666333233111', '666333333112']"
6,"['668344100100', '686444000000', '866444002001', '666444022011', '666443223111']"
4,"['668333100100', '686334000000', '866343000000', '666434000000', '666344002002', '666444022023', '666444223231', '668443230310', '686433300100', '866333004001']"
4,"['666333100100', '666333000000', '666333000000', '666333000000', '6616334000000', '6166343002001']"
6,"['666333111211', '668333110110', '686334100100', '866344000000', '667443000000', '676433002001']"
6,"['686334100100', '866344000000', '667443000000', '676433002001']"
5,"['666333111211', '666333110110', '668333100100', '686334000000', '866344000000', '666444000000', '666444002001', '666443022012', '666433223121', '666333233211', '667333334111']"
5,"['666333111211', '666333110110', '668333100100', '686334000000', '866344000000', '666444000000', '666444002001', '666443022012', '666433223121', '666333233211', '667333334111', '676333344112']"
5,"['668333100100', '686334000000', '866344000000', '666444000000', '666444002001', '666443022012', '666433223121', '666333233211', '667333334111']"
5,"['668333100100', '686334000000', '866344000000', '666444000000', '666444002001', '666443022012', '666433223121', '666333233211', '667333334111', '676333344112']"
9,"['676333100100', '766333002001', '667333022011', '676333222111', '766333220110', '667333200100', '676333003001', '767333033011', '676333333112']"
3,"['667343100100', '676433000000', '767333000000', '676334000000', '766343002001']"
4,"['666334100100', '666343000000', '667433000000', '676334000000', '766343002001']"
9,"['667333110210', '676333100100', '766334002001', '666344022011', '666443223111']"
6,"['676333100100', '766334000000', '668344000000', '686444000000', '866444000000', '668444000000', '686444000000', '866443000000', '667433000000', '676333002001']"
5,"['668343100100', '686433000000', '866334000000', '666343000000', '667433000000', '676333002001']"
7,"['676333122111', '766334222111', '666344220110', '666443200100', '666433000000', '666333003001']"
6,"['686334100100', '866344000000', '667443002001', '676433022011', '766334222112', '666344223121', '666444233211', '667443330110', '676433300100', '766333004001']"
5,"['668333100100', '686334000000', '866344000000', '666444000000', '666444000000', '666443002001', '666433022011', '666333222112']"
